	base	clouds	cod	coord	dt	id	main	name	rain	sys	visibility	weather	wind
0	stations	{'all': 80}	200	{'lon': 78.32, 'lat': 30.62}	1546711948	1253628	{'temp': 31.29, 'pressure': 786.29, 'humidity': 100, 'temp_min': 31.29, 'temp_max': 31.29, 'sea_level': 1034.78, 'grnd_level': 786.29}	Dunda		{'message': 0.0542, 'country': 'IN', 'sunrise': 1546652687, 'sunset': 1546689589}		[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 1.7, 'deg': 55}
1	stations	{'all': 0}	200	{'lon': -70.91, 'lat': -53.16}	1546711200	3874787	{'temp': 52.41, 'pressure': 990, 'humidity': 46, 'temp_min': 51.8, 'temp_max': 53.6}	Punta Arenas		{'type': 1, 'id': 8487, 'message': 0.0578, 'country': 'CL', 'sunrise': 1546676839, 'sunset': 1546737042}	10000.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 32.21, 'deg': 290, 'gust': 20.6}
2	stations	{'all': 0}	200	{'lon': 19.24, 'lat': -34.42}	1546711949	3366880	{'temp': 68.28, 'pressure': 991.45, 'humidity': 63, 'temp_min': 68.28, 'temp_max': 68.28, 'sea_level': 1030.65, 'grnd_level': 991.45}	Hermanus		{'message': 0.0036, 'country': 'ZA', 'sunrise': 1546659465, 'sunset': 1546711155}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 4.83, 'deg': 142.5}
3	stations	{'all': 1}	200	{'lon': -83.32, 'lat': 43.05}	1546710960	4998842	{'temp': 42.22, 'pressure': 1006, 'humidity': 83, 'temp_min': 39.2, 'temp_max': 45.5}	Lapeer		{'type': 1, 'id': 3780, 'message': 0.0059, 'country': 'US', 'sunrise': 1546693483, 'sunset': 1546726409}	11265.0	[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]	{'speed': 8.05, 'deg': 240}
4	stations	{'all': 88}	200	{'lon': 169.85, 'lat': -46.28}	1546711950	2208248	{'temp': 53.84, 'pressure': 1003.61, 'humidity': 91, 'temp_min': 53.84, 'temp_max': 53.84, 'sea_level': 1020.31, 'grnd_level': 1003.61}	Kaitangata	{'3h': 0.475}	{'message': 0.0034, 'country': 'NZ', 'sunrise': 1546621004, 'sunset': 1546677291}		[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]	{'speed': 9.19, 'deg': 272}
5	stations	{'all': 100}	200	{'lon': -139.03, 'lat': -9.8}	1546711950	4020109	{'temp': 81.51, 'pressure': 1027.04, 'humidity': 99, 'temp_min': 81.51, 'temp_max': 81.51, 'sea_level': 1027.08, 'grnd_level': 1027.04}	Atuona		{'message': 0.0733, 'country': 'PF', 'sunrise': 1546700502, 'sunset': 1546746123}		[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]	{'speed': 16.46, 'deg': 73.5}
6	stations	{'all': 0}	200	{'lon': 115.35, 'lat': -33.64}	1546711951	2075265	{'temp': 65.94, 'pressure': 1030.12, 'humidity': 100, 'temp_min': 65.94, 'temp_max': 65.94, 'sea_level': 1031.3, 'grnd_level': 1030.12}	Busselton		{'message': 0.0072, 'country': 'AU', 'sunrise': 1546636507, 'sunset': 1546687968}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 20.94, 'deg': 144}
7	stations	{'all': 90}	200	{'lon': -76.09, 'lat': 39.55}	1546710840	4357617	{'temp': 45.79, 'pressure': 1000, 'humidity': 100, 'temp_min': 42.8, 'temp_max': 48.02}	Havre de Grace		{'type': 1, 'id': 4995, 'message': 0.0078, 'country': 'US', 'sunrise': 1546691106, 'sunset': 1546725313}	11265.0	[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]	{'speed': 13.87, 'deg': 280}
8	stations	{'all': 75}	200	{'lon': -78.55, 'lat': -0.39}	1546711200	3652462	{'temp': 75.2, 'pressure': 1025, 'humidity': 29, 'temp_min': 75.2, 'temp_max': 75.2}	San Cristobal		{'type': 1, 'id': 8555, 'message': 0.0172, 'country': 'EC', 'sunrise': 1546686932, 'sunset': 1546730656}	10000.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 5.82, 'deg': 340}
9	stations	{'all': 24}	200	{'lon': 102.47, 'lat': 71.98}	1546711952	2022572	{'temp': -27.98, 'pressure': 1016.91, 'humidity': 44, 'temp_min': -27.98, 'temp_max': -27.98, 'sea_level': 1022.46, 'grnd_level': 1016.91}	Khatanga		{'message': 0.0198, 'country': 'RU', 'sunrise': 0, 'sunset': 0}		[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]	{'speed': 3.83, 'deg': 10.5}
10	stations	{'all': 0}	200	{'lon': 54.1, 'lat': 17.01}	1546710600	286621	{'temp': 75.2, 'pressure': 1019, 'humidity': 69, 'temp_min': 75.2, 'temp_max': 75.2}	Salalah		{'type': 1, 'id': 7562, 'message': 0.0075, 'country': 'OM', 'sunrise': 1546656867, 'sunset': 1546697034}	10000.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 2.24, 'deg': 340}
11	stations	{'all': 32}	200	{'lon': -77.61, 'lat': -11.1}	1546711953	3939761	{'temp': 80.75, 'pressure': 984.16, 'humidity': 60, 'temp_min': 80.75, 'temp_max': 80.75, 'sea_level': 1022.62, 'grnd_level': 984.16}	Hualmay		{'message': 0.0033, 'country': 'PE', 'sunrise': 1546685620, 'sunset': 1546731514}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 5.39, 'deg': 200.5}
12	stations	{'all': 90}	200	{'lon': -0.6, 'lat': 45.6}	1546709400	3026644	{'temp': 38.19, 'pressure': 1038, 'humidity': 85, 'temp_min': 37.4, 'temp_max': 39.2}	Souillac		{'type': 1, 'id': 6452, 'message': 0.3384, 'country': 'FR', 'sunrise': 1546674155, 'sunset': 1546706019}	10000.0	[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]	{'speed': 11.41, 'deg': 30}
13	stations	{'all': 48}	200	{'lon': 168.86, 'lat': -46.19}	1546711954	6201424	{'temp': 54.78, 'pressure': 1005.24, 'humidity': 88, 'temp_min': 54.78, 'temp_max': 54.78, 'sea_level': 1020.15, 'grnd_level': 1005.24}	Mataura	{'3h': 0.14}	{'message': 0.0247, 'country': 'NZ', 'sunrise': 1546621263, 'sunset': 1546677507}		[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]	{'speed': 5.06, 'deg': 266.5}
14	stations	{'all': 75}	200	{'lon': -63.6, 'lat': 50.23}	1546709340	5972291	{'temp': 23, 'pressure': 1006, 'humidity': 85, 'temp_min': 23, 'temp_max': 23}	Havre-Saint-Pierre		{'type': 1, 'id': 812, 'message': 0.0042, 'country': 'CA', 'sunrise': 1546690385, 'sunset': 1546720041}	14484.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 4.7, 'deg': 70}
15	stations	{'all': 40}	200	{'lon': 147.06, 'lat': -42.78}	1546709400	2155415	{'temp': 59, 'pressure': 1012, 'humidity': 58, 'temp_min': 59, 'temp_max': 59}	New Norfolk		{'type': 1, 'id': 9545, 'message': 0.0041, 'country': 'AU', 'sunrise': 1546627263, 'sunset': 1546681979}	10000.0	[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]	{'speed': 9.17, 'deg': 330}
16	stations	{'all': 48}	200	{'lon': -49.67, 'lat': 61.99}	1546711956	3421193	{'temp': 25.85, 'pressure': 1018.69, 'humidity': 100, 'temp_min': 25.85, 'temp_max': 25.85, 'sea_level': 1021.53, 'grnd_level': 1018.69}	Paamiut		{'message': 0.0106, 'country': 'GL', 'sunrise': 1546691835, 'sunset': 1546711909}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]	{'speed': 26.75, 'deg': 119}
17	stations	{'all': 0}	200	{'lon': 76.51, 'lat': 25.33}	1546711956	1263751	{'temp': 52.94, 'pressure': 990.32, 'humidity': 84, 'temp_min': 52.94, 'temp_max': 52.94, 'sea_level': 1028.9, 'grnd_level': 990.32}	Mangrol		{'message': 0.0869, 'country': 'IN', 'sunrise': 1546652442, 'sunset': 1546690702}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 3.04, 'deg': 320.5}
18	stations	{'all': 90}	200	{'lon': -155.08, 'lat': 19.71}	1546710780	5855927	{'temp': 64.94, 'pressure': 1021, 'humidity': 65, 'temp_min': 64.94, 'temp_max': 64.94}	Hilo		{'type': 1, 'id': 7881, 'message': 0.015, 'country': 'US', 'sunrise': 1546707377, 'sunset': 1546746963}	16093.0	[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]	{'speed': 8.05, 'deg': 240}
19	stations	{'all': 0}	200	{'lon': -1.13, 'lat': 38.18}	1546709400	2517679	{'temp': 52.43, 'pressure': 1029, 'humidity': 61, 'temp_min': 50, 'temp_max': 53.6}	Fortuna		{'type': 1, 'id': 6391, 'message': 0.0055, 'country': 'ES', 'sunrise': 1546672885, 'sunset': 1546707542}	10000.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 2.93, 'deg': 301}
20	stations	{'all': 90}	200	{'lon': -114.38, 'lat': 62.45}	1546707600	6185377	{'temp': 1.4, 'pressure': 1014, 'humidity': 84, 'temp_min': 1.4, 'temp_max': 1.4}	Yellowknife		{'type': 1, 'id': 1007, 'message': 0.0059, 'country': 'CA', 'sunrise': 1546707662, 'sunset': 1546727153}	24140.0	[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]	{'speed': 3.36, 'deg': 230}
21	stations	{'all': 1}	200	{'lon': -100.89, 'lat': 46.83}	1546710720	5690366	{'temp': 33.46, 'pressure': 1016, 'humidity': 75, 'temp_min': 32, 'temp_max': 35.06}	Mandan		{'type': 1, 'id': 3441, 'message': 0.0382, 'country': 'US', 'sunrise': 1546698494, 'sunset': 1546729835}	16093.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 8.05, 'deg': 360}
22	stations	{'all': 88}	200	{'lon': 32.36, 'lat': 66.84}	1546711958	463838	{'temp': 11.54, 'pressure': 1023.15, 'humidity': 89, 'temp_min': 11.54, 'temp_max': 11.54, 'sea_level': 1030.85, 'grnd_level': 1023.15}	Zelenoborskiy		{'message': 0.036, 'country': 'RU', 'sunrise': 1546676996, 'sunset': 1546687365}		[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]	{'speed': 2.93, 'deg': 215}
23	stations	{'all': 0}	200	{'lon': 74.49, 'lat': 15.34}	1546711959	1273574	{'temp': 61.4, 'pressure': 962.6, 'humidity': 71, 'temp_min': 61.4, 'temp_max': 61.4, 'sea_level': 1027.85, 'grnd_level': 962.6}	Vaini		{'message': 0.0027, 'country': 'IN', 'sunrise': 1546651793, 'sunset': 1546692318}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 3.94, 'deg': 88.5}
24	stations	{'all': 20}	200	{'lon': 26.89, 'lat': -33.59}	1546711959	964432	{'temp': 68.28, 'pressure': 1020.72, 'humidity': 84, 'temp_min': 68.28, 'temp_max': 68.28, 'sea_level': 1029.55, 'grnd_level': 1020.72}	Port Alfred		{'message': 0.0273, 'country': 'ZA', 'sunrise': 1546657757, 'sunset': 1546709191}		[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]	{'speed': 15.46, 'deg': 244}
25	stations	{'all': 24}	200	{'lon': -151.75, 'lat': -16.48}	1546711959	4034551	{'temp': 84.71, 'pressure': 1025.82, 'humidity': 97, 'temp_min': 84.71, 'temp_max': 84.71, 'sea_level': 1025.91, 'grnd_level': 1025.82}	Faanui		{'message': 0.0041, 'country': 'PF', 'sunrise': 1546702843, 'sunset': 1546749886}		[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]	{'speed': 12.21, 'deg': 335}
26	stations	{'all': 0}	200	{'lon': 82.61, 'lat': 17.67}	1546709400	1261748	{'temp': 66.2, 'pressure': 1017, 'humidity': 82, 'temp_min': 66.2, 'temp_max': 66.2}	Narsipatnam		{'type': 1, 'id': 9255, 'message': 0.0049, 'country': 'IN', 'sunrise': 1546650095, 'sunset': 1546690117}	3000.0	[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]	{'speed': 2.24}
27	stations	{'all': 0}	200	{'lon': -71.14, 'lat': 21.46}	1546711960	3576994	{'temp': 79.49, 'pressure': 1029.96, 'humidity': 98, 'temp_min': 79.49, 'temp_max': 79.49, 'sea_level': 1030.04, 'grnd_level': 1029.96}	Cockburn Town		{'message': 0.0518, 'country': 'TC', 'sunrise': 1546687426, 'sunset': 1546726611}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 15.57, 'deg': 133.5}
28	stations	{'all': 75}	200	{'lon': -159.78, 'lat': -21.21}	1546711200	4035715	{'temp': 78.8, 'pressure': 1010, 'humidity': 74, 'temp_min': 78.8, 'temp_max': 78.8}	Avarua		{'type': 1, 'id': 7271, 'message': 0.0497, 'country': 'CK', 'sunrise': 1546704232, 'sunset': 1546752351}	10000.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 3.36, 'deg': 170}
29	stations	{'all': 90}	200	{'lon': -74.98, 'lat': 39.31}	1546710960	4501427	{'temp': 46.53, 'pressure': 996, 'humidity': 96, 'temp_min': 44.96, 'temp_max': 48.92}	Port Elizabeth	{'1h': 0.38}	{'type': 1, 'id': 4902, 'message': 0.0062, 'country': 'US', 'sunrise': 1546690799, 'sunset': 1546725087}	4023.0	[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]	{'speed': 13.87, 'deg': 290}
30	stations	{'all': 0}	200	{'lon': 85.18, 'lat': 20.35}	1546709400	1267964	{'temp': 59, 'pressure': 1017, 'humidity': 82, 'temp_min': 59, 'temp_max': 59}	Kantilo		{'type': 1, 'id': 9113, 'message': 0.0033, 'country': 'IN', 'sunrise': 1546649776, 'sunset': 1546689203}	2500.0	[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]	{'speed': 2.93, 'deg': 103}
31	stations	{'all': 0}	200	{'lon': -60.23, 'lat': -38.31}	1546711962	3833859	{'temp': 91.19, 'pressure': 1008.72, 'humidity': 38, 'temp_min': 91.19, 'temp_max': 91.19, 'sea_level': 1020.27, 'grnd_level': 1008.72}	Barrow		{'message': 0.004, 'country': 'AR', 'sunrise': 1546677902, 'sunset': 1546730873}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 18.25, 'deg': 324}
32	stations	{'all': 90}	200	{'lon': -121.92, 'lat': 36.62}	1546710900	5380437	{'temp': 51.24, 'pressure': 1009, 'humidity': 79, 'temp_min': 48.02, 'temp_max': 55.4}	Pacific Grove	{'1h': 0.51}	{'type': 1, 'id': 4980, 'message': 0.006, 'country': 'US', 'sunrise': 1546701623, 'sunset': 1546736800}	12874.0	[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]	{'speed': 6.93}
33	stations	{'all': 75}	200	{'lon': -68.31, 'lat': -54.81}	1546707600	3833367	{'temp': 51.8, 'pressure': 988, 'humidity': 87, 'temp_min': 51.8, 'temp_max': 51.8}	Ushuaia		{'type': 1, 'id': 8303, 'message': 0.0419, 'country': 'AR', 'sunrise': 1546675602, 'sunset': 1546737026}	10000.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 16.11, 'deg': 320}
34	stations	{'all': 40}	200	{'lon': -156.47, 'lat': 20.89}	1546710960	5847411	{'temp': 69.1, 'pressure': 1020, 'humidity': 71, 'temp_min': 64.04, 'temp_max': 73.94}	Kahului		{'type': 1, 'id': 7879, 'message': 0.0061, 'country': 'US', 'sunrise': 1546707843, 'sunset': 1546747164}	16093.0	[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 11.41, 'deg': 60, 'gust': 11.3}
35	stations	{'all': 75}	200	{'lon': -28.7, 'lat': 38.52}	1546709400	3372707	{'temp': 64.4, 'pressure': 1016, 'humidity': 93, 'temp_min': 64.4, 'temp_max': 64.4}	Ribeira Grande		{'type': 1, 'id': 6883, 'message': 0.0034, 'country': 'PT', 'sunrise': 1546679558, 'sunset': 1546714106}	9000.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 18.34, 'deg': 130}
36	stations	{'all': 80}	200	{'lon': 31.32, 'lat': 58.58}	1546711963	472714	{'temp': 23.06, 'pressure': 1025.01, 'humidity': 85, 'temp_min': 23.06, 'temp_max': 23.06, 'sea_level': 1030.53, 'grnd_level': 1025.01}	Volkhovskiy		{'message': 0.0036, 'country': 'RU', 'sunrise': 1546670534, 'sunset': 1546694320}		[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 5.06, 'deg': 32}
37	stations	{'all': 90}	200	{'lon': 76.93, 'lat': 52.04}	1546709400	1524298	{'temp': 14, 'pressure': 1041, 'humidity': 100, 'temp_min': 14, 'temp_max': 14}	Aksu		{'type': 1, 'id': 8832, 'message': 0.0074, 'country': 'KZ', 'sunrise': 1546657176, 'sunset': 1546685776}	10000.0	[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]	{'speed': 4.47, 'deg': 160}
38	stations	{'all': 0}	200	{'lon': 81.12, 'lat': 6.12}	1546711964	1244926	{'temp': 77.6, 'pressure': 1023.64, 'humidity': 100, 'temp_min': 77.6, 'temp_max': 77.6, 'sea_level': 1026.27, 'grnd_level': 1023.64}	Hambantota		{'message': 0.0065, 'country': 'LK', 'sunrise': 1546649250, 'sunset': 1546691675}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 17.36, 'deg': 38}
39	stations	{'all': 32}	200	{'lon': 102.19, 'lat': 38.52}	1546711965	1805733	{'temp': 0.78, 'pressure': 807.45, 'humidity': 58, 'temp_min': 0.78, 'temp_max': 0.78, 'sea_level': 1046.45, 'grnd_level': 807.45}	Jinchang		{'message': 0.0033, 'country': 'CN', 'sunrise': 1546648145, 'sunset': 1546682673}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]	{'speed': 2.59, 'deg': 246}
40	stations	{'all': 88}	200	{'lon': 33.47, 'lat': 51.86}	1546711965	693942	{'temp': 21.26, 'pressure': 1001.34, 'humidity': 86, 'temp_min': 21.26, 'temp_max': 21.26, 'sea_level': 1023.64, 'grnd_level': 1001.34}	Shostka		{'message': 0.008, 'country': 'UA', 'sunrise': 1546667550, 'sunset': 1546696268}		[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]	{'speed': 11.88, 'deg': 175}
41	stations	{'all': 92}	200	{'lon': -114.04, 'lat': 27.97}	1546711965	4021858	{'temp': 59.42, 'pressure': 1019.34, 'humidity': 66, 'temp_min': 59.42, 'temp_max': 59.42, 'sea_level': 1031.01, 'grnd_level': 1019.34}	Guerrero Negro		{'message': 0.0044, 'country': 'MX', 'sunrise': 1546698509, 'sunset': 1546736128}		[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]	{'speed': 3.04, 'deg': 129}
42	stations	{'all': 90}	200	{'lon': -161.76, 'lat': 60.79}	1546710780	5880568	{'temp': 17.26, 'pressure': 1013, 'humidity': 91, 'temp_min': 10.4, 'temp_max': 19.94}	Bethel		{'type': 1, 'id': 7640, 'message': 0.0813, 'country': 'US', 'sunrise': 1546717984, 'sunset': 1546739579}	805.0	[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}, {'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]	{'speed': 8.05, 'deg': 30}
43	stations	{'all': 36}	200	{'lon': 125.41, 'lat': -8.93}	1546711967	1651810	{'temp': 70.13, 'pressure': 947.03, 'humidity': 93, 'temp_min': 70.13, 'temp_max': 70.13, 'sea_level': 1023.72, 'grnd_level': 947.03}	Airai		{'message': 0.0363, 'country': 'TL', 'sunrise': 1546637102, 'sunset': 1546682553}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]	{'speed': 1.36, 'deg': 311}
44	stations	{'all': 0}	200	{'lon': -9.06, 'lat': 42.77}	1546709400	3115824	{'temp': 45.46, 'pressure': 1034, 'humidity': 61, 'temp_min': 44.6, 'temp_max': 46.4}	Muros		{'type': 1, 'id': 6434, 'message': 0.0039, 'country': 'ES', 'sunrise': 1546675607, 'sunset': 1546708628}	10000.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 1.12}
45	stations	{'all': 0}	200	{'lon': 149.07, 'lat': -23.58}	1546711967	2175403	{'temp': 70.58, 'pressure': 1001.18, 'humidity': 76, 'temp_min': 70.58, 'temp_max': 70.58, 'sea_level': 1023.92, 'grnd_level': 1001.18}	Bluff		{'message': 0.0058, 'country': 'AU', 'sunrise': 1546629788, 'sunset': 1546678501}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 8.41, 'deg': 77.5}
46	stations	{'all': 100}	200	{'lon': 172.79, 'lat': 3.07}	1546712052	2110227	{'temp': 83.81, 'pressure': 1020.07, 'humidity': 100, 'temp_min': 83.81, 'temp_max': 83.81, 'sea_level': 1020.15, 'grnd_level': 1020.07}	Butaritari	{'3h': 0.63}	{'message': 0.1633, 'country': 'KI', 'sunrise': 1546626938, 'sunset': 1546669971}		[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]	{'speed': 8.86, 'deg': 338.5}
47	stations	{'all': 20}	200	{'lon': -70.03, 'lat': -17.47}	1546711200	3927774	{'temp': 78.8, 'pressure': 1012, 'humidity': 50, 'temp_min': 78.8, 'temp_max': 78.8}	Tarata		{'type': 1, 'id': 8701, 'message': 0.0638, 'country': 'PE', 'sunrise': 1546683112, 'sunset': 1546730380}	10000.0	[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]	{'speed': 13.87, 'deg': 220}
48	stations	{'all': 36}	200	{'lon': -50.22, 'lat': -30.17}	1546711969	3466165	{'temp': 76.61, 'pressure': 1017.31, 'humidity': 76, 'temp_min': 76.61, 'temp_max': 76.61, 'sea_level': 1027.36, 'grnd_level': 1017.31}	Cidreira		{'message': 0.0286, 'country': 'BR', 'sunrise': 1546676776, 'sunset': 1546727198}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 17.58, 'deg': 75.5}
49	stations	{'all': 36}	200	{'lon': 80.55, 'lat': 73.51}	1546711969	1507390	{'temp': -4.62, 'pressure': 1016.83, 'humidity': 94, 'temp_min': -4.62, 'temp_max': -4.62, 'sea_level': 1017.19, 'grnd_level': 1016.83}	Dikson		{'message': 0.0035, 'country': 'RU', 'sunrise': 0, 'sunset': 0}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 9.98, 'deg': 124.5}
50	stations	{'all': 90}	200	{'lon': -73.75, 'lat': 42.65}	1546710900	5106834	{'temp': 37.83, 'pressure': 1001, 'humidity': 93, 'temp_min': 32, 'temp_max': 42.08}	Albany		{'type': 1, 'id': 5782, 'message': 0.0089, 'country': 'US', 'sunrise': 1546691109, 'sunset': 1546724188}	9656.0	[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]	{'speed': 3.36, 'deg': 20}
51	stations	{'all': 75}	200	{'lon': -97.86, 'lat': 55.74}	1546707600	6165406	{'temp': -0.41, 'pressure': 1017, 'humidity': 70, 'temp_min': -0.41, 'temp_max': -0.41}	Thompson		{'type': 1, 'id': 935, 'message': 0.0033, 'country': 'CA', 'sunrise': 1546700341, 'sunset': 1546726538}	24140.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 6.93, 'deg': 20}
52	stations	{'all': 75}	200	{'lon': -159.32, 'lat': 22.08}	1546710960	5848280	{'temp': 69.13, 'pressure': 1021, 'humidity': 66, 'temp_min': 64.94, 'temp_max': 73.94}	Kapaa		{'type': 1, 'id': 7873, 'message': 0.1154, 'country': 'US', 'sunrise': 1546708663, 'sunset': 1546747713}	16093.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 16.11, 'deg': 80}
53	stations	{'all': 90}	200	{'lon': 29.36, 'lat': 62.78}	1546710600	643453	{'temp': 14, 'pressure': 1019, 'humidity': 92, 'temp_min': 14, 'temp_max': 14}	Sola		{'type': 1, 'id': 1338, 'message': 0.0042, 'country': 'FI', 'sunrise': 1546673426, 'sunset': 1546692372}	3700.0	[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]	{'speed': 3.15, 'deg': 241}
54	stations	{'all': 40}	200	{'lon': -90.35, 'lat': -0.74}	1546711200	3652764	{'temp': 86, 'pressure': 1012, 'humidity': 58, 'temp_min': 86, 'temp_max': 86}	Puerto Ayora		{'type': 1, 'id': 8521, 'message': 0.0036, 'country': 'EC', 'sunrise': 1546689730, 'sunset': 1546733524}	10000.0	[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 16.11, 'deg': 130}
55	stations	{'all': 0}	200	{'lon': -56.15, 'lat': 72.79}	1546711972	3418910	{'temp': 4.74, 'pressure': 1026.39, 'humidity': 96, 'temp_min': 4.74, 'temp_max': 4.74, 'sea_level': 1029.72, 'grnd_level': 1026.39}	Upernavik		{'message': 0.0039, 'country': 'GL', 'sunrise': 0, 'sunset': 0}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 15.68, 'deg': 182.5}
56	stations	{'all': 40}	200	{'lon': 147.33, 'lat': -42.88}	1546709400	2163355	{'temp': 59, 'pressure': 1012, 'humidity': 58, 'temp_min': 59, 'temp_max': 59}	Hobart		{'type': 1, 'id': 9545, 'message': 0.1132, 'country': 'AU', 'sunrise': 1546627177, 'sunset': 1546681935}	10000.0	[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]	{'speed': 9.17, 'deg': 330}
57	stations	{'all': 0}	200	{'lon': 20.04, 'lat': -34.53}	1546707600	1015776	{'temp': 71.6, 'pressure': 1018, 'humidity': 60, 'temp_min': 71.6, 'temp_max': 71.6}	Bredasdorp		{'type': 1, 'id': 1966, 'message': 0.004, 'country': 'ZA', 'sunrise': 1546659256, 'sunset': 1546710981}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 9.17, 'deg': 230}
