	base	clouds	cod	coord	dt	id	main	name	rain	sys	visibility	weather	wind
144	stations	{'all': 20}	200	{'lon': -61.45, 'lat': 10.24}	1546711200	3573739	{'temp': 86, 'pressure': 1014, 'humidity': 58, 'temp_min': 86, 'temp_max': 86}	Esperance		{'type': 1, 'id': 8810, 'message': 0.1803, 'country': 'TT', 'sunrise': 1546683894, 'sunset': 1546725487}	10000.0	[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]	{'speed': 16.11, 'deg': 130}
145	stations	{'all': 0}	200	{'lon': -62.27, 'lat': -38.72}	1546712014	3865086	{'temp': 91.41, 'pressure': 1016.02, 'humidity': 40, 'temp_min': 91.41, 'temp_max': 91.41, 'sea_level': 1017.8, 'grnd_level': 1016.02}	Bahia Blanca		{'message': 0.0515, 'country': 'AR', 'sunrise': 1546678319, 'sunset': 1546731435}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 7.74, 'deg': 292.5}
146	stations	{'all': 20}	200	{'lon': -56.52, 'lat': -33.38}	1546711200	3442727	{'temp': 82.4, 'pressure': 1012, 'humidity': 32, 'temp_min': 82.4, 'temp_max': 82.4}	Durazno		{'type': 1, 'id': 8695, 'message': 0.0926, 'country': 'UY', 'sunrise': 1546677819, 'sunset': 1546729178}	10000.0	[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]	{'speed': 13.87, 'deg': 40}
147	stations	{'all': 0}	200	{'lon': -8.62, 'lat': 41.53}	1546709400	2742416	{'temp': 50.52, 'pressure': 1033, 'humidity': 76, 'temp_min': 48.2, 'temp_max': 51.8}	Barcelos		{'type': 1, 'id': 6900, 'message': 0.0128, 'country': 'PT', 'sunrise': 1546675267, 'sunset': 1546708756}	10000.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 3.36, 'deg': 320}
148	stations	{'all': 0}	200	{'lon': 113.03, 'lat': 34.46}	1546712016	1813016	{'temp': 11.18, 'pressure': 1001.51, 'humidity': 64, 'temp_min': 11.18, 'temp_max': 11.18, 'sea_level': 1046.94, 'grnd_level': 1001.51}	Dengfeng		{'message': 0.0309, 'country': 'CN', 'sunrise': 1546644902, 'sunset': 1546680709}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 1.81, 'deg': 196}
149	stations	{'all': 8}	200	{'lon': 156.12, 'lat': 50.68}	1546712016	2121385	{'temp': 13.52, 'pressure': 995.75, 'humidity': 100, 'temp_min': 13.52, 'temp_max': 13.52, 'sea_level': 1009.41, 'grnd_level': 995.75}	Severo-Kurilsk		{'message': 0.0275, 'country': 'RU', 'sunrise': 1546637785, 'sunset': 1546667142}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]	{'speed': 5.61, 'deg': 283}
150	stations	{'all': 90}	200	{'lon': 5.78, 'lat': 59.79}	1546710600	3147822	{'temp': 45.48, 'pressure': 1027, 'humidity': 93, 'temp_min': 44.6, 'temp_max': 46.4}	Gravdal		{'type': 1, 'id': 1631, 'message': 0.0456, 'country': 'NO', 'sunrise': 1546677256, 'sunset': 1546699862}	2000.0	[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]	{'speed': 10.29, 'deg': 330}
151	stations	{'all': 0}	200	{'lon': -24.5, 'lat': 14.9}	1546712017	3374210	{'temp': 77.64, 'pressure': 1016.26, 'humidity': 79, 'temp_min': 77.64, 'temp_max': 77.64, 'sea_level': 1028.09, 'grnd_level': 1016.26}	Sao Filipe		{'message': 0.0026, 'country': 'CV', 'sunrise': 1546675509, 'sunset': 1546716132}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 11.43, 'deg': 51.5}
152	stations	{'all': 0}	200	{'lon': -39.27, 'lat': -17.73}	1546712017	3466980	{'temp': 80.48, 'pressure': 1027.04, 'humidity': 100, 'temp_min': 80.48, 'temp_max': 80.48, 'sea_level': 1027.04, 'grnd_level': 1027.04}	Caravelas		{'message': 0.0082, 'country': 'BR', 'sunrise': 1546675697, 'sunset': 1546723025}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 18.03, 'deg': 37}
153	stations	{'all': 32}	200	{'lon': -94.62, 'lat': 16.57}	1546712017	3522728	{'temp': 73.14, 'pressure': 998.43, 'humidity': 81, 'temp_min': 73.14, 'temp_max': 73.14, 'sea_level': 1031.01, 'grnd_level': 998.43}	Niltepec	{'3h': 0.66}	{'message': 0.0036, 'country': 'MX', 'sunrise': 1546692519, 'sunset': 1546732790}		[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]	{'speed': 14.45, 'deg': 350}
154	stations	{'all': 40}	200	{'lon': -109.91, 'lat': 22.89}	1546710300	3985710	{'temp': 77.86, 'pressure': 1017, 'humidity': 44, 'temp_min': 77, 'temp_max': 78.8}	Cabo San Lucas		{'type': 1, 'id': 7151, 'message': 0.0048, 'country': 'MX', 'sunrise': 1546696897, 'sunset': 1546735755}	16093.0	[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 3.36, 'deg': 120}
155	stations	{'all': 90}	200	{'lon': 177.51, 'lat': 64.73}	1546711200	2127202	{'temp': 8.6, 'pressure': 1011, 'humidity': 84, 'temp_min': 8.6, 'temp_max': 8.6}	Anadyr		{'type': 1, 'id': 8872, 'message': 0.0427, 'country': 'RU', 'sunrise': 1546639545, 'sunset': 1546655119}	2200.0	[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]	{'speed': 15.66, 'deg': 60, 'gust': 13}
156	stations	{'all': 92}	200	{'lon': 24.73, 'lat': -34}	1546712019	986717	{'temp': 66.53, 'pressure': 1021.45, 'humidity': 84, 'temp_min': 66.53, 'temp_max': 66.53, 'sea_level': 1030.89, 'grnd_level': 1021.45}	Kruisfontein		{'message': 0.1074, 'country': 'ZA', 'sunrise': 1546658212, 'sunset': 1546709772}		[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]	{'speed': 11.99, 'deg': 249}
157	stations	{'all': 0}	200	{'lon': 102.25, 'lat': 27.88}	1546712019	1789647	{'temp': 31.88, 'pressure': 776.56, 'humidity': 59, 'temp_min': 31.88, 'temp_max': 31.88, 'sea_level': 1036.93, 'grnd_level': 776.56}	Xichang		{'message': 0.0037, 'country': 'CN', 'sunrise': 1546646583, 'sunset': 1546684203}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 1.7, 'deg': 200.5}
158	stations	{'all': 92}	200	{'lon': 150.15, 'lat': -5.56}	1546712019	2093967	{'temp': 74.18, 'pressure': 1009.45, 'humidity': 100, 'temp_min': 74.18, 'temp_max': 74.18, 'sea_level': 1021.33, 'grnd_level': 1009.45}	Kimbe	{'3h': 9.12}	{'message': 0.0031, 'country': 'PG', 'sunrise': 1546631507, 'sunset': 1546676270}		[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]	{'speed': 4.94, 'deg': 312.5}
159	stations	{'all': 32}	200	{'lon': 147.9, 'lat': 70.62}	1546712020	2126123	{'temp': -27.12, 'pressure': 1032.23, 'humidity': 43, 'temp_min': -27.12, 'temp_max': -27.12, 'sea_level': 1034.62, 'grnd_level': 1032.23}	Chokurdakh		{'message': 0.0215, 'country': 'RU', 'sunrise': 0, 'sunset': 0}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 7.29, 'deg': 230.5}
160	stations	{'all': 90}	200	{'lon': -77.74, 'lat': 39.62}	1546710900	4372777	{'temp': 44.74, 'pressure': 1002, 'humidity': 85, 'temp_min': 44.6, 'temp_max': 44.96}	Vardo	{'1h': 0.61}	{'type': 1, 'id': 4360, 'message': 0.1196, 'country': 'US', 'sunrise': 1546691514, 'sunset': 1546725697}	16093.0	[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]	{'speed': 11.41, 'deg': 280}
161	stations	{'all': 20}	200	{'lon': 140.83, 'lat': 35.73}	1546711200	2112802	{'temp': 33.8, 'pressure': 1016, 'humidity': 59, 'temp_min': 33.8, 'temp_max': 33.8}	Hasaki		{'type': 1, 'id': 7955, 'message': 0.0049, 'country': 'JP', 'sunrise': 1546638423, 'sunset': 1546673841}	10000.0	[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]	{'speed': 6.93, 'deg': 20}
162	stations	{'all': 64}	200	{'lon': 97.04, 'lat': 40.29}	1546712021	1528998	{'temp': -1.34, 'pressure': 852.92, 'humidity': 58, 'temp_min': -1.34, 'temp_max': -1.34, 'sea_level': 1050.14, 'grnd_level': 852.92}	Yumen		{'message': 0.0038, 'country': 'CN', 'sunrise': 1546649686, 'sunset': 1546683605}		[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 6.29, 'deg': 257.5}
163	stations	{'all': 56}	200	{'lon': 23.3, 'lat': -16.1}	1546712022	898947	{'temp': 76.79, 'pressure': 908.85, 'humidity': 72, 'temp_min': 76.79, 'temp_max': 76.79, 'sea_level': 1020.72, 'grnd_level': 908.85}	Senanga		{'message': 0.0254, 'country': 'ZM', 'sunrise': 1546660855, 'sunset': 1546707825}		[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 2.93, 'deg': 167}
164	stations	{'all': 0}	200	{'lon': -8.69, 'lat': 43.21}	1546709400	3126369	{'temp': 45.54, 'pressure': 1035, 'humidity': 81, 'temp_min': 44.6, 'temp_max': 46.4}	Carballo		{'type': 1, 'id': 6403, 'message': 0.0647, 'country': 'ES', 'sunrise': 1546675604, 'sunset': 1546708454}	10000.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 2.24, 'deg': 310}
165	stations	{'all': 76}	200	{'lon': 12.15, 'lat': -15.19}	1546712023	3347019	{'temp': 75.53, 'pressure': 1021.77, 'humidity': 100, 'temp_min': 75.53, 'temp_max': 75.53, 'sea_level': 1025.54, 'grnd_level': 1021.77}	Namibe		{'message': 0.0059, 'country': 'AO', 'sunrise': 1546663632, 'sunset': 1546710402}		[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 6.73, 'deg': 285}
166	stations	{'all': 0}	200	{'lon': -17.03, 'lat': 20.93}	1546712023	2377457	{'temp': 74.63, 'pressure': 1026.31, 'humidity': 42, 'temp_min': 74.63, 'temp_max': 74.63, 'sea_level': 1030.57, 'grnd_level': 1026.31}	Nouadhibou		{'message': 0.0036, 'country': 'MR', 'sunrise': 1546674377, 'sunset': 1546713679}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 1.36, 'deg': 93.5}
167	stations	{'all': 40}	200	{'lon': -42.02, 'lat': -22.97}	1546711200	3471451	{'temp': 86.47, 'pressure': 1013, 'humidity': 70, 'temp_min': 84.2, 'temp_max': 87.8}	Arraial do Cabo		{'type': 1, 'id': 8326, 'message': 0.0057, 'country': 'BR', 'sunrise': 1546675746, 'sunset': 1546724294}	10000.0	[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 11.41, 'deg': 200}
168	stations	{'all': 75}	200	{'lon': 115.24, 'lat': 5.28}	1546709400	1733782	{'temp': 80.6, 'pressure': 1010, 'humidity': 74, 'temp_min': 78.8, 'temp_max': 82.4}	Victoria		{'type': 1, 'id': 9372, 'message': 0.0226, 'country': 'BN', 'sunrise': 1546640975, 'sunset': 1546683567}	10000.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 6.93, 'deg': 90}
169	stations	{'all': 90}	200	{'lon': -77.45, 'lat': 41.14}	1546709700	5198635	{'temp': 41.7, 'pressure': 1002, 'humidity': 93, 'temp_min': 39.2, 'temp_max': 42.98}	Lock Haven	{'1h': 0.25}	{'type': 1, 'id': 5732, 'message': 0.0089, 'country': 'US', 'sunrise': 1546691714, 'sunset': 1546725358}	16093.0	[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]	{'speed': 3.38, 'deg': 323.5}
170	stations	{'all': 20}	200	{'lon': 76.92, 'lat': 8.48}	1546707600	1254163	{'temp': 78.8, 'pressure': 1014, 'humidity': 83, 'temp_min': 78.8, 'temp_max': 78.8}	Thiruvananthapuram		{'type': 1, 'id': 9226, 'message': 0.0241, 'country': 'IN', 'sunrise': 1546650497, 'sunset': 1546692445}	4000.0	[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]	{'speed': 3.36, 'deg': 120}
171	stations	{'all': 8}	200	{'lon': 98.49, 'lat': 39.73}	1546712026	1280957	{'temp': -11.01, 'pressure': 788.32, 'humidity': 43, 'temp_min': -11.01, 'temp_max': -11.01, 'sea_level': 1048.93, 'grnd_level': 788.32}	Jiuquan		{'message': 0.0279, 'country': 'CN', 'sunrise': 1546649239, 'sunset': 1546683355}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]	{'speed': 1.59, 'deg': 117.5}
172	stations	{'all': 1}	200	{'lon': -112.11, 'lat': 34.75}	1546711620	7176038	{'temp': 45.72, 'pressure': 1019, 'humidity': 40, 'temp_min': 42.98, 'temp_max': 48.92}	Jerome		{'type': 1, 'id': 5403, 'message': 0.0789, 'country': 'US', 'sunrise': 1546698981, 'sunset': 1546734731}	16093.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 4.05, 'deg': 95.5}
173	stations	{'all': 0}	200	{'lon': 70.18, 'lat': 24.7}	1546712027	1176608	{'temp': 61.76, 'pressure': 1024.53, 'humidity': 43, 'temp_min': 61.76, 'temp_max': 61.76, 'sea_level': 1031.17, 'grnd_level': 1024.53}	Islamkot		{'message': 0.0859, 'country': 'PK', 'sunrise': 1546653885, 'sunset': 1546692298}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 13.67, 'deg': 358.5}
174	stations	{'all': 90}	200	{'lon': -121.89, 'lat': 36.6}	1546710900	5374361	{'temp': 51.22, 'pressure': 1009, 'humidity': 79, 'temp_min': 48.02, 'temp_max': 55.4}	Monterey	{'1h': 0.51}	{'type': 1, 'id': 4980, 'message': 0.0056, 'country': 'US', 'sunrise': 1546701612, 'sunset': 1546736796}	12874.0	[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]	{'speed': 6.93}
175	stations	{'all': 75}	200	{'lon': -115.06, 'lat': 49.5}	1546707600	5952370	{'temp': 24.8, 'pressure': 1013, 'humidity': 92, 'temp_min': 24.8, 'temp_max': 24.8}	Fernie		{'type': 1, 'id': 492, 'message': 0.108, 'country': 'CA', 'sunrise': 1546702541, 'sunset': 1546732593}	32186.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]	{'speed': 5.82, 'deg': 10}
176	stations	{'all': 0}	200	{'lon': 16.43, 'lat': -28.55}	1546712028	3354071	{'temp': 63.33, 'pressure': 1027.28, 'humidity': 91, 'temp_min': 63.33, 'temp_max': 63.33, 'sea_level': 1028.01, 'grnd_level': 1027.28}	Oranjemund		{'message': 0.0412, 'country': 'ZA', 'sunrise': 1546660995, 'sunset': 1546710978}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 22.5, 'deg': 161.5}
177	stations	{'all': 24}	200	{'lon': -2.1, 'lat': 7.74}	1546712029	2294086	{'temp': 84.93, 'pressure': 993.72, 'humidity': 30, 'temp_min': 84.93, 'temp_max': 84.93, 'sea_level': 1024.04, 'grnd_level': 993.72}	Wenchi		{'message': 0.0298, 'country': 'GH', 'sunrise': 1546669392, 'sunset': 1546711491}		[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]	{'speed': 5.61, 'deg': 39}
178	stations	{'all': 88}	200	{'lon': 52.54, 'lat': 54.09}	1546712029	496381	{'temp': 17.12, 'pressure': 997.45, 'humidity': 83, 'temp_min': 17.12, 'temp_max': 17.12, 'sea_level': 1025.5, 'grnd_level': 997.45}	Severnoye		{'message': 0.0312, 'country': 'RU', 'sunrise': 1546663674, 'sunset': 1546690989}		[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]	{'speed': 14.67, 'deg': 167}
179	stations	{'all': 0}	200	{'lon': -8.45, 'lat': 37.14}	1546709400	2267254	{'temp': 55.4, 'pressure': 1031, 'humidity': 66, 'temp_min': 55.4, 'temp_max': 55.4}	Lagoa		{'type': 1, 'id': 6892, 'message': 0.0686, 'country': 'PT', 'sunrise': 1546674472, 'sunset': 1546709469}	10000.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 8.05, 'deg': 100}
180	stations	{'all': 1}	200	{'lon': -131.65, 'lat': 55.34}	1546710960	5554428	{'temp': 31.68, 'pressure': 1002, 'humidity': 71, 'temp_min': 28.94, 'temp_max': 33.98}	Ketchikan		{'type': 1, 'id': 7741, 'message': 0.0793, 'country': 'US', 'sunrise': 1546708300, 'sunset': 1546734802}	16093.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 12.75, 'deg': 310}
181	stations	{'all': 92}	200	{'lon': 147.16, 'lat': -9.47}	1546711846	2088122	{'temp': 77.64, 'pressure': 1019.83, 'humidity': 100, 'temp_min': 77.64, 'temp_max': 77.64, 'sea_level': 1021.45, 'grnd_level': 1019.83}	Port Moresby	{'3h': 5.22}	{'message': 0.0034, 'country': 'PG', 'sunrise': 1546631825, 'sunset': 1546677387}		[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]	{'speed': 11.65, 'deg': 323}
182	stations	{'all': 75}	200	{'lon': -135.01, 'lat': 68.22}	1546707600	5882953	{'temp': -5.1, 'pressure': 1017, 'humidity': 83, 'temp_min': -5.81, 'temp_max': -4.01}	Aklavik		{'type': 1, 'id': 821, 'message': 0.0429, 'country': 'CA', 'sunrise': 1546720739, 'sunset': 1546723985}	24140.0	[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]	{'speed': 3.36, 'deg': 180}
183	stations	{'all': 0}	200	{'lon': -100.35, 'lat': 18.62}	1546712031	3981460	{'temp': 80.39, 'pressure': 905.13, 'humidity': 38, 'temp_min': 80.39, 'temp_max': 80.39, 'sea_level': 1027, 'grnd_level': 905.13}	Coahuayana		{'message': 0.0177, 'country': 'MX', 'sunrise': 1546694118, 'sunset': 1546733943}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 3.04, 'deg': 247.5}
184	stations	{'all': 75}	200	{'lon': 21.57, 'lat': 52.18}	1546711200	764679	{'temp': 32, 'pressure': 1013, 'humidity': 90, 'temp_min': 32, 'temp_max': 32}	Minsk Mazowiecki		{'type': 1, 'id': 1713, 'message': 0.0471, 'country': 'PL', 'sunrise': 1546670500, 'sunset': 1546699032}	10000.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 16.11, 'deg': 350}
185	stations	{'all': 40}	200	{'lon': -120.46, 'lat': 34.64}	1546710960	5367788	{'temp': 55.74, 'pressure': 1015, 'humidity': 71, 'temp_min': 53.96, 'temp_max': 57.02}	Lompoc		{'type': 1, 'id': 5773, 'message': 0.0493, 'country': 'US', 'sunrise': 1546700969, 'sunset': 1546736753}	16093.0	[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]	{'speed': 16.11, 'deg': 120}
186	stations	{'all': 8}	200	{'lon': -70.75, 'lat': -8.28}	1546712032	3661980	{'temp': 90.11, 'pressure': 1001.83, 'humidity': 60, 'temp_min': 90.11, 'temp_max': 90.11, 'sea_level': 1024.32, 'grnd_level': 1001.83}	Tamandare		{'message': 0.0954, 'country': 'BR', 'sunrise': 1546684265, 'sunset': 1546729576}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]	{'speed': 3.71, 'deg': 290.5}
187	stations	{'all': 90}	200	{'lon': -3.43, 'lat': 47.73}	1546709400	2986732	{'temp': 38.57, 'pressure': 1040, 'humidity': 80, 'temp_min': 37.4, 'temp_max': 39.2}	Ploemeur		{'type': 1, 'id': 6560, 'message': 0.0867, 'country': 'FR', 'sunrise': 1546675316, 'sunset': 1546706218}	10000.0	[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]	{'speed': 4.7, 'deg': 300}
188	stations	{'all': 88}	200	{'lon': 150.67, 'lat': -10.62}	1546712033	2132606	{'temp': 77.91, 'pressure': 1016.66, 'humidity': 100, 'temp_min': 77.91, 'temp_max': 77.91, 'sea_level': 1019.74, 'grnd_level': 1016.66}	Samarai	{'3h': 2.285}	{'message': 0.0215, 'country': 'PG', 'sunrise': 1546630862, 'sunset': 1546676664}		[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]	{'speed': 18.81, 'deg': 260.5}
189	stations	{'all': 0}	200	{'lon': -62.99, 'lat': -40.81}	1546712034	3832899	{'temp': 80.93, 'pressure': 1016.26, 'humidity': 36, 'temp_min': 80.93, 'temp_max': 80.93, 'sea_level': 1019.91, 'grnd_level': 1016.26}	Viedma		{'message': 0.0295, 'country': 'AR', 'sunrise': 1546678103, 'sunset': 1546731994}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 9.75, 'deg': 185.5}
190	stations	{'all': 68}	200	{'lon': 39.47, 'lat': -3.87}	1546712034	187661	{'temp': 79.13, 'pressure': 1005.8, 'humidity': 82, 'temp_min': 79.13, 'temp_max': 79.13, 'sea_level': 1025.26, 'grnd_level': 1005.8}	Mariakani		{'message': 0.1326, 'country': 'KE', 'sunrise': 1546658250, 'sunset': 1546702670}		[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 7.85, 'deg': 44.5}
191	stations	{'all': 8}	200	{'lon': -147.8, 'lat': 64.86}	1546711080	5859699	{'temp': -33.2, 'pressure': 1015, 'humidity': 71, 'temp_min': -33.71, 'temp_max': -32.63}	College		{'type': 1, 'id': 7684, 'message': 0.0555, 'country': 'US', 'sunrise': 1546717655, 'sunset': 1546733208}	11265.0	[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]	{'speed': 1.59, 'deg': 219.5}
192	stations	{'all': 44}	200	{'lon': -3.98, 'lat': 22.68}	1546712035	2450173	{'temp': 63.06, 'pressure': 1003.13, 'humidity': 23, 'temp_min': 63.06, 'temp_max': 63.06, 'sea_level': 1037.01, 'grnd_level': 1003.13}	Taoudenni		{'message': 0.0037, 'country': 'ML', 'sunrise': 1546671446, 'sunset': 1546710344}		[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]	{'speed': 12.77, 'deg': 55.5}
193	stations	{'all': 76}	200	{'lon': -1.35, 'lat': 60.4}	1546710600	2654970	{'temp': 46.62, 'pressure': 1028, 'humidity': 93, 'temp_min': 44.6, 'temp_max': 48.2}	Brae		{'type': 1, 'id': 1447, 'message': 0.004, 'country': 'GB', 'sunrise': 1546679292, 'sunset': 1546701250}	10000.0	[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]	{'speed': 6.93, 'deg': 210}
194	stations	{'all': 92}	200	{'lon': 124.16, 'lat': 24.34}	1546712036	1861416	{'temp': 72.02, 'pressure': 1033.36, 'humidity': 100, 'temp_min': 72.02, 'temp_max': 72.02, 'sea_level': 1033.89, 'grnd_level': 1033.36}	Ishigaki	{'3h': 0.345}	{'message': 0.1073, 'country': 'JP', 'sunrise': 1546640885, 'sunset': 1546679380}		[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]	{'speed': 8.97, 'deg': 37.5}
195	stations	{'all': 90}	200	{'lon': 26.41, 'lat': 40.15}	1546707000	749780	{'temp': 32, 'pressure': 1012, 'humidity': 100, 'temp_min': 32, 'temp_max': 32}	Canakkale		{'type': 1, 'id': 6975, 'message': 0.1622, 'country': 'TR', 'sunrise': 1546666612, 'sunset': 1546700592}	10000.0	[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]	{'speed': 17.22, 'deg': 50}
196	stations	{'all': 88}	200	{'lon': 100.36, 'lat': -0.92}	1546712037	1633419	{'temp': 77.78, 'pressure': 1019.99, 'humidity': 100, 'temp_min': 77.78, 'temp_max': 77.78, 'sea_level': 1025.34, 'grnd_level': 1019.99}	Padang	{'3h': 6.57}	{'message': 0.004, 'country': 'ID', 'sunrise': 1546643928, 'sunset': 1546687757}		[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]	{'speed': 5.84, 'deg': 349.5}
197	stations	{'all': 92}	200	{'lon': -56.83, 'lat': -26.98}	1546712038	3437029	{'temp': 76.88, 'pressure': 1013.02, 'humidity': 95, 'temp_min': 76.88, 'temp_max': 76.88, 'sea_level': 1022.83, 'grnd_level': 1013.02}	San Patricio	{'3h': 1.505}	{'message': 0.0128, 'country': 'PY', 'sunrise': 1546678796, 'sunset': 1546728353}		[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]	{'speed': 3.15, 'deg': 21.5}
198	stations	{'all': 0}	200	{'lon': -83.17, 'lat': 8.64}	1546712038	3623656	{'temp': 84.08, 'pressure': 1017.15, 'humidity': 87, 'temp_min': 84.08, 'temp_max': 84.08, 'sea_level': 1023.07, 'grnd_level': 1017.15}	Golfito		{'message': 0.0742, 'country': 'CR', 'sunrise': 1546688945, 'sunset': 1546730864}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]	{'speed': 5.95, 'deg': 205}
199	stations	{'all': 0}	200	{'lon': 7.18, 'lat': 9.18}	1546712039	2322794	{'temp': 80.57, 'pressure': 983.75, 'humidity': 57, 'temp_min': 80.57, 'temp_max': 80.57, 'sea_level': 1023.43, 'grnd_level': 983.75}	Suleja		{'message': 0.1355, 'country': 'NG', 'sunrise': 1546667310, 'sunset': 1546709118}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 1.92, 'deg': 81.5}
200	stations	{'all': 0}	200	{'lon': 19.7, 'lat': 13.3}	1546712039	2426370	{'temp': 80.84, 'pressure': 980.84, 'humidity': 23, 'temp_min': 80.84, 'temp_max': 80.84, 'sea_level': 1024.81, 'grnd_level': 980.84}	Oum Hadjer		{'message': 0.0039, 'country': 'TD', 'sunrise': 1546664730, 'sunset': 1546705688}		[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]	{'speed': 10.31, 'deg': 5.00003}
201	stations	{'all': 75}	200	{'lon': 6.1, 'lat': 52.11}	1546710900	2759661	{'temp': 42.8, 'pressure': 1031, 'humidity': 100, 'temp_min': 42.8, 'temp_max': 42.8}	Hall		{'type': 1, 'id': 1526, 'message': 0.0074, 'country': 'NL', 'sunrise': 1546674191, 'sunset': 1546702769}	6000.0	[{'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09n'}]	{'speed': 8.05, 'deg': 300}
